student_id,gender,age_band,region,school_board,medium_of_instruction,highest_education,parental_education,family_income,internet_access,device_type,data_recharge_frequency,disability,studied_credits,num_of_prev_attempts,has_private_tuition,daily_study_hours,attendance_rate
IND02931,M,45-55,North,CBSE,English,UG,No formal,10L+,Yes,Desktop,Weekly,No,68,2,No,2.0,81.6
IND02932,M,<18,North,ICSE,Hindi,No formal,UG,5L-10L,No,Laptop,Monthly,No,44,3,No,3.4,78.4
IND02933,M,<18,North,State,English,No formal,No formal,5L-10L,Yes,Mobile,Weekly,No,118,0,Yes,3.7,76.0
IND02934,M,<18,North,State,English,UG,PG,<1L,Yes,Tablet,Daily,No,47,2,Yes,0.9,90.5
IND02935,M,55<=,East,State,Hindi,12th,PG,1L-5L,Yes,Laptop,Weekly,No,81,2,No,1.2,70.1
IND02936,F,25-35,East,State,Hindi,UG,No formal,<1L,Yes,Desktop,Weekly,No,90,0,Yes,3.3,61.5
IND02937,M,25-35,Central,CBSE,Regional,PG,No formal,5L-10L,Yes,Laptop,Monthly,No,66,2,No,2.3,77.7
IND02938,M,25-35,East,State,Hindi,No formal,PG,10L+,Yes,Laptop,Monthly,No,109,0,Yes,3.5,72.6
IND02939,M,55<=,North,State,Hindi,No formal,UG,10L+,No,Tablet,Monthly,No,82,2,No,2.7,81.2
IND02940,M,45-55,West,ICSE,Hindi,10th,10th,1L-5L,Yes,Tablet,Monthly,No,41,2,No,3.2,70.9
IND02941,M,25-35,West,ICSE,Regional,No formal,12th,1L-5L,No,Mobile,Daily,No,110,2,No,1.8,84.2
IND02942,M,18-25,South,ICSE,English,10th,PG,5L-10L,Yes,Tablet,Weekly,No,54,3,Yes,2.8,70.3
IND02943,M,<18,South,CBSE,Hindi,No formal,No formal,1L-5L,Yes,Laptop,Weekly,No,108,3,Yes,2.8,70.2
IND02944,F,45-55,East,CBSE,Hindi,No formal,12th,<1L,Yes,Desktop,Daily,Yes,54,3,Yes,1.8,86.2
IND02945,F,<18,West,CBSE,Regional,UG,No formal,5L-10L,Yes,Mobile,Weekly,No,50,2,Yes,3.5,79.5
IND02946,M,25-35,North,ICSE,Regional,UG,10th,10L+,Yes,Tablet,Monthly,No,112,3,No,0.6,68.1
IND02947,F,45-55,North,State,Regional,PG,10th,10L+,Yes,Laptop,Monthly,No,117,3,Yes,2.7,70.5
IND02948,F,35-45,North,ICSE,English,12th,PG,10L+,Yes,Laptop,Monthly,No,36,3,Yes,1.2,76.3
IND02949,F,18-25,East,CBSE,Regional,PG,12th,1L-5L,Yes,Mobile,Weekly,No,105,1,No,1.5,68.6
IND02950,F,25-35,East,ICSE,English,No formal,12th,5L-10L,Yes,Mobile,Daily,No,78,3,No,3.5,77.1
IND02951,M,25-35,Central,State,Hindi,PG,10th,1L-5L,Yes,Tablet,Daily,No,68,1,Yes,1.4,77.5
IND02952,F,18-25,North,CBSE,Hindi,UG,No formal,<1L,Yes,Tablet,Weekly,No,104,3,No,1.4,70.8
IND02953,F,18-25,North,State,Hindi,No formal,PG,5L-10L,Yes,Desktop,Daily,No,78,2,Yes,3.1,86.5
IND02954,F,35-45,East,State,Regional,No formal,UG,1L-5L,No,Mobile,Daily,No,118,2,Yes,1.4,69.8
IND02955,M,25-35,East,CBSE,Hindi,PG,10th,10L+,Yes,Mobile,Monthly,No,63,2,Yes,3.5,92.5
IND02956,M,55<=,Central,State,Regional,10th,10th,10L+,Yes,Laptop,Weekly,No,104,1,No,3.1,77.8
IND02957,M,25-35,Central,ICSE,English,12th,PG,<1L,Yes,Desktop,Daily,No,45,2,No,1.7,73.4
IND02958,M,<18,South,State,Hindi,PG,No formal,<1L,Yes,Tablet,Weekly,No,44,0,No,3.5,85.4
IND02959,M,45-55,West,State,English,PG,12th,<1L,Yes,Desktop,Monthly,No,69,3,No,0.6,80.3
IND02960,M,45-55,North,State,Regional,12th,10th,10L+,Yes,Desktop,Monthly,No,108,1,No,3.0,87.6
IND02961,M,<18,North,ICSE,Regional,No formal,PG,1L-5L,Yes,Laptop,Daily,No,36,1,Yes,1.3,60.0
IND02962,F,45-55,Central,State,Hindi,No formal,PG,10L+,Yes,Mobile,Weekly,No,69,1,Yes,2.0,85.2
IND02963,F,18-25,Central,State,Hindi,10th,PG,10L+,Yes,Mobile,Weekly,Yes,95,2,No,2.0,74.8
IND02964,F,45-55,South,ICSE,Regional,PG,12th,10L+,Yes,Mobile,Monthly,No,99,0,Yes,3.8,80.4
IND02965,M,45-55,West,CBSE,Hindi,12th,10th,1L-5L,Yes,Tablet,Monthly,No,51,1,Yes,2.0,79.1
IND02966,M,<18,South,CBSE,Hindi,PG,PG,10L+,Yes,Mobile,Monthly,No,88,3,No,2.4,93.5
IND02967,M,35-45,West,CBSE,English,UG,12th,<1L,Yes,Desktop,Daily,No,34,3,No,2.1,61.4
IND02968,M,45-55,North,State,Regional,PG,No formal,<1L,Yes,Desktop,Weekly,No,47,0,No,1.5,96.1
IND02969,M,55<=,South,CBSE,English,PG,UG,<1L,Yes,Mobile,Daily,No,40,3,Yes,1.5,87.1
IND02970,F,45-55,Central,ICSE,Hindi,UG,10th,<1L,Yes,Desktop,Weekly,No,37,0,No,2.8,81.5
IND02971,F,35-45,South,State,English,UG,12th,10L+,Yes,Tablet,Monthly,No,49,3,Yes,2.5,65.7
IND02972,M,<18,South,State,Regional,12th,UG,10L+,Yes,Mobile,Daily,No,104,0,No,3.3,63.3
IND02973,M,35-45,North,State,English,No formal,UG,10L+,Yes,Tablet,Daily,No,88,2,No,2.3,74.4
IND02974,M,<18,Central,CBSE,English,10th,12th,<1L,Yes,Mobile,Daily,No,120,3,No,2.3,86.4
IND02975,M,18-25,Central,CBSE,Hindi,UG,12th,1L-5L,Yes,Tablet,Monthly,Yes,54,3,No,3.3,79.9
IND02976,F,<18,East,CBSE,Regional,No formal,12th,5L-10L,Yes,Tablet,Daily,No,87,3,No,2.1,85.8
IND02977,M,18-25,East,State,Hindi,12th,PG,5L-10L,Yes,Tablet,Daily,No,48,2,Yes,1.1,65.4
IND02978,M,18-25,East,ICSE,Hindi,PG,No formal,5L-10L,Yes,Desktop,Monthly,No,31,2,Yes,3.3,80.4
IND02979,M,<18,North,State,Regional,12th,PG,1L-5L,Yes,Tablet,Weekly,No,87,1,No,1.8,91.0
IND02980,M,55<=,South,ICSE,English,12th,UG,10L+,Yes,Laptop,Daily,No,95,1,No,2.6,94.5
IND02981,F,25-35,Central,State,Hindi,UG,UG,5L-10L,Yes,Tablet,Monthly,No,36,0,Yes,1.9,67.5
IND02982,M,<18,Central,ICSE,English,10th,UG,5L-10L,Yes,Tablet,Daily,No,80,1,No,1.5,76.5
IND02983,M,45-55,South,State,Regional,UG,12th,10L+,Yes,Tablet,Daily,No,62,3,No,0.6,76.6
IND02984,F,55<=,Central,State,Hindi,PG,10th,5L-10L,Yes,Tablet,Weekly,No,104,2,Yes,2.8,73.7
IND02985,F,55<=,South,ICSE,English,UG,PG,10L+,Yes,Mobile,Monthly,No,42,2,Yes,0.0,89.1
IND02986,F,45-55,North,ICSE,English,PG,10th,5L-10L,Yes,Desktop,Weekly,No,39,2,Yes,3.8,100.0
IND02987,M,25-35,North,ICSE,Hindi,UG,No formal,10L+,Yes,Desktop,Weekly,No,88,2,Yes,3.5,68.9
IND02988,M,55<=,North,ICSE,Regional,10th,No formal,<1L,Yes,Desktop,Monthly,No,67,0,Yes,1.6,84.2
IND02989,F,18-25,South,ICSE,English,No formal,PG,1L-5L,Yes,Mobile,Weekly,No,49,1,No,4.1,83.0
IND02990,F,25-35,South,ICSE,Regional,10th,UG,5L-10L,Yes,Tablet,Daily,No,114,2,Yes,4.6,83.2
IND02991,F,45-55,West,ICSE,Hindi,UG,No formal,10L+,Yes,Tablet,Monthly,No,43,0,Yes,2.2,93.3
IND02992,F,25-35,Central,ICSE,English,12th,10th,<1L,Yes,Desktop,Monthly,No,117,3,Yes,2.9,83.7
IND02993,F,<18,Central,State,English,No formal,10th,10L+,Yes,Laptop,Daily,No,69,1,Yes,2.6,58.6
IND02994,F,25-35,West,ICSE,English,12th,12th,5L-10L,Yes,Tablet,Daily,No,36,0,Yes,4.0,65.6
IND02995,M,18-25,West,ICSE,Regional,10th,UG,5L-10L,Yes,Tablet,Daily,No,98,2,No,1.1,69.3
IND02996,M,<18,North,State,English,No formal,12th,5L-10L,Yes,Tablet,Weekly,No,35,2,No,2.3,72.5
IND02997,M,35-45,West,State,English,UG,PG,5L-10L,Yes,Mobile,Weekly,No,69,2,Yes,3.4,78.6
IND02998,F,45-55,South,CBSE,Hindi,12th,No formal,5L-10L,Yes,Tablet,Weekly,No,82,3,No,3.3,77.9
IND02999,F,45-55,East,CBSE,English,UG,12th,<1L,No,Desktop,Weekly,No,38,1,No,2.5,61.8
IND03000,F,25-35,South,ICSE,Regional,PG,12th,10L+,Yes,Tablet,Weekly,No,94,2,No,3.9,63.9
IND03001,F,55<=,West,ICSE,Hindi,No formal,PG,10L+,Yes,Desktop,Weekly,No,49,1,No,2.7,58.8
IND03002,F,<18,Central,CBSE,Hindi,12th,10th,5L-10L,No,Laptop,Monthly,No,35,3,No,2.6,64.5
IND03003,F,35-45,South,CBSE,English,10th,10th,10L+,Yes,Mobile,Monthly,No,106,0,Yes,3.2,89.9
IND03004,M,<18,Central,ICSE,Hindi,10th,PG,<1L,Yes,Laptop,Monthly,No,68,1,No,2.4,77.3
IND03005,M,45-55,South,CBSE,English,10th,10th,5L-10L,Yes,Tablet,Monthly,No,50,0,Yes,2.6,70.5
IND03006,F,<18,Central,ICSE,Hindi,10th,PG,1L-5L,Yes,Laptop,Monthly,No,66,1,Yes,1.7,60.8
IND03007,M,35-45,South,State,Regional,12th,10th,<1L,Yes,Tablet,Monthly,No,41,2,No,5.4,69.9
IND03008,F,55<=,Central,State,English,PG,PG,5L-10L,Yes,Desktop,Weekly,No,99,2,Yes,2.0,86.1
IND03009,M,25-35,East,CBSE,Regional,10th,10th,10L+,Yes,Tablet,Monthly,No,44,0,Yes,3.2,84.8
IND03010,F,18-25,North,State,English,10th,12th,<1L,Yes,Mobile,Daily,No,50,1,No,4.4,77.5
IND03011,F,<18,South,State,Regional,10th,12th,5L-10L,Yes,Laptop,Monthly,No,114,3,Yes,1.2,77.3
IND03012,M,18-25,East,State,Regional,PG,10th,10L+,Yes,Tablet,Daily,Yes,110,1,No,3.1,62.3
IND03013,M,45-55,North,State,Hindi,No formal,PG,10L+,No,Desktop,Daily,No,75,0,No,2.5,72.2
IND03014,F,25-35,South,ICSE,English,10th,12th,5L-10L,Yes,Laptop,Monthly,No,100,1,Yes,4.3,85.6
IND03015,F,25-35,East,ICSE,Hindi,10th,No formal,<1L,Yes,Mobile,Weekly,No,116,1,No,1.6,73.3
IND03016,M,<18,East,CBSE,Regional,10th,10th,5L-10L,Yes,Tablet,Weekly,No,115,0,No,1.7,96.2
IND03017,M,55<=,East,State,English,No formal,No formal,5L-10L,Yes,Mobile,Daily,No,39,0,No,2.5,92.1
IND03018,F,25-35,West,State,Regional,10th,No formal,5L-10L,No,Desktop,Weekly,No,111,0,No,2.0,75.5
IND03019,M,<18,Central,State,Regional,No formal,UG,5L-10L,Yes,Laptop,Daily,No,95,1,No,2.0,77.3
IND03020,F,<18,North,CBSE,Regional,No formal,No formal,5L-10L,Yes,Laptop,Weekly,No,105,0,No,4.5,100.0
IND03021,F,18-25,Central,ICSE,Regional,UG,No formal,10L+,Yes,Laptop,Weekly,Yes,68,0,No,2.6,88.5
IND03022,F,25-35,Central,State,Hindi,UG,UG,5L-10L,Yes,Desktop,Weekly,No,51,3,Yes,1.7,80.7
IND03023,F,<18,Central,ICSE,Regional,10th,UG,<1L,Yes,Tablet,Weekly,No,115,3,No,2.1,81.9
IND03024,M,18-25,East,CBSE,Hindi,12th,UG,1L-5L,Yes,Tablet,Monthly,No,71,3,No,2.9,81.5
IND03025,M,35-45,Central,ICSE,Regional,UG,PG,5L-10L,Yes,Tablet,Monthly,No,115,0,No,2.8,79.8
IND03026,M,18-25,West,State,English,UG,UG,<1L,No,Mobile,Monthly,Yes,35,0,Yes,1.9,69.3
IND03027,M,18-25,South,ICSE,Regional,12th,PG,1L-5L,Yes,Desktop,Daily,No,81,3,Yes,0.9,76.0
IND03028,M,<18,East,ICSE,Regional,PG,10th,<1L,Yes,Laptop,Monthly,No,66,2,No,2.4,65.6
IND03029,M,45-55,North,CBSE,English,10th,PG,10L+,Yes,Desktop,Monthly,No,113,2,No,2.4,87.2
IND03030,M,45-55,South,CBSE,English,PG,10th,10L+,Yes,Desktop,Monthly,No,35,3,No,1.9,78.7
IND03031,F,55<=,South,CBSE,Regional,PG,UG,1L-5L,Yes,Desktop,Weekly,No,102,3,Yes,3.8,87.8
IND03032,M,45-55,South,CBSE,Regional,No formal,UG,1L-5L,Yes,Laptop,Weekly,No,58,2,Yes,3.1,67.3
IND03033,M,18-25,Central,ICSE,Hindi,No formal,10th,1L-5L,Yes,Laptop,Weekly,No,98,3,No,2.6,94.2
IND03034,F,55<=,Central,ICSE,English,10th,12th,10L+,Yes,Mobile,Weekly,No,80,0,Yes,2.1,93.0
IND03035,M,<18,East,CBSE,English,12th,PG,10L+,Yes,Desktop,Weekly,No,106,3,No,4.2,64.3
IND03036,M,25-35,Central,CBSE,Hindi,No formal,No formal,<1L,Yes,Tablet,Monthly,Yes,56,1,No,1.3,74.9
IND03037,F,18-25,Central,State,Regional,UG,UG,10L+,No,Mobile,Monthly,No,116,2,No,2.0,76.0
IND03038,M,18-25,Central,State,Regional,10th,PG,1L-5L,Yes,Laptop,Weekly,No,66,0,Yes,2.0,65.6
IND03039,M,55<=,East,CBSE,English,PG,PG,5L-10L,Yes,Laptop,Weekly,No,75,2,Yes,2.8,77.4
IND03040,M,<18,East,ICSE,Hindi,10th,UG,5L-10L,Yes,Mobile,Monthly,No,54,3,Yes,3.2,85.6
IND03041,F,35-45,West,CBSE,Regional,No formal,10th,1L-5L,Yes,Tablet,Monthly,No,66,2,No,1.2,75.3
IND03042,M,18-25,West,ICSE,English,12th,UG,10L+,No,Desktop,Weekly,No,52,3,No,1.8,62.9
IND03043,M,35-45,West,ICSE,Regional,PG,PG,1L-5L,Yes,Desktop,Daily,No,55,0,Yes,2.9,87.7
IND03044,F,35-45,West,State,Regional,12th,12th,10L+,Yes,Tablet,Weekly,No,105,0,No,1.8,72.1
IND03045,M,45-55,South,CBSE,Regional,10th,10th,5L-10L,Yes,Desktop,Monthly,No,81,2,Yes,2.1,73.1
IND03046,F,<18,South,CBSE,English,12th,UG,<1L,Yes,Laptop,Daily,No,32,0,Yes,2.7,96.8
IND03047,F,35-45,West,ICSE,Hindi,12th,No formal,10L+,Yes,Mobile,Weekly,No,102,2,No,1.5,84.0
IND03048,M,<18,West,CBSE,Hindi,10th,UG,<1L,Yes,Tablet,Monthly,No,108,2,Yes,2.8,71.9
IND03049,F,45-55,North,State,Regional,PG,PG,5L-10L,Yes,Mobile,Monthly,No,101,2,No,3.1,68.1
IND03050,F,<18,South,State,Hindi,12th,PG,<1L,No,Desktop,Monthly,No,57,2,No,2.5,89.7
IND03051,M,18-25,North,CBSE,Regional,12th,No formal,<1L,Yes,Desktop,Weekly,No,119,1,No,3.9,89.0
IND03052,F,35-45,North,CBSE,English,10th,10th,1L-5L,Yes,Laptop,Weekly,No,109,1,Yes,3.2,74.9
IND03053,F,<18,Central,State,English,UG,PG,<1L,Yes,Laptop,Daily,No,63,3,Yes,2.5,67.4
IND03054,M,25-35,East,CBSE,English,12th,10th,5L-10L,Yes,Desktop,Monthly,No,113,0,Yes,2.2,83.9
IND03055,M,<18,South,ICSE,Regional,No formal,10th,10L+,Yes,Desktop,Monthly,No,94,1,Yes,4.3,85.9
IND03056,M,35-45,West,CBSE,Hindi,PG,UG,<1L,Yes,Laptop,Daily,No,117,1,No,1.8,76.3
IND03057,F,45-55,West,ICSE,English,12th,10th,10L+,Yes,Laptop,Weekly,No,58,0,Yes,2.2,69.0
IND03058,M,45-55,East,CBSE,Regional,10th,PG,1L-5L,Yes,Tablet,Monthly,No,33,2,Yes,2.1,80.2
IND03059,F,35-45,South,CBSE,Hindi,No formal,PG,5L-10L,Yes,Laptop,Daily,No,97,1,No,2.9,84.6
IND03060,F,18-25,West,State,Hindi,10th,12th,5L-10L,Yes,Tablet,Monthly,No,91,1,No,4.8,75.1
IND03061,F,18-25,West,ICSE,Hindi,12th,10th,10L+,Yes,Tablet,Weekly,No,67,1,No,2.7,82.6
IND03062,F,45-55,Central,State,Regional,No formal,12th,5L-10L,Yes,Mobile,Weekly,No,96,1,No,2.2,83.6
IND03063,F,45-55,North,CBSE,Regional,PG,UG,1L-5L,Yes,Laptop,Daily,No,31,2,Yes,2.7,91.5
IND03064,F,35-45,West,State,Regional,PG,12th,10L+,Yes,Tablet,Daily,No,105,0,No,1.2,75.8
IND03065,F,18-25,South,CBSE,English,PG,10th,5L-10L,Yes,Mobile,Monthly,No,73,1,Yes,2.3,68.6
IND03066,M,45-55,East,CBSE,Regional,UG,PG,1L-5L,Yes,Mobile,Weekly,No,108,1,Yes,4.2,79.3
IND03067,M,18-25,Central,CBSE,English,10th,UG,1L-5L,No,Laptop,Weekly,No,61,1,Yes,3.2,96.9
IND03068,F,45-55,South,ICSE,English,12th,10th,<1L,Yes,Laptop,Daily,No,115,1,No,3.7,62.4
IND03069,F,<18,Central,ICSE,English,No formal,UG,5L-10L,Yes,Mobile,Daily,No,32,0,No,3.5,56.9
IND03070,M,25-35,North,ICSE,Regional,10th,No formal,10L+,Yes,Tablet,Monthly,No,46,2,Yes,1.8,78.9
IND03071,F,55<=,West,State,English,12th,10th,<1L,Yes,Laptop,Weekly,No,41,3,Yes,4.4,76.2
IND03072,M,<18,South,CBSE,Regional,UG,No formal,10L+,Yes,Mobile,Monthly,No,93,0,No,0.7,77.9
IND03073,M,55<=,East,State,Regional,12th,12th,<1L,Yes,Mobile,Monthly,No,92,1,No,2.8,77.5
IND03074,M,45-55,North,State,English,10th,10th,1L-5L,Yes,Tablet,Daily,No,107,3,Yes,0.4,90.1
IND03075,F,25-35,North,CBSE,English,12th,No formal,<1L,Yes,Desktop,Weekly,No,101,1,Yes,0.8,79.6
IND03076,F,25-35,Central,State,English,No formal,PG,<1L,Yes,Tablet,Daily,No,70,0,No,3.4,88.2
IND03077,M,45-55,North,CBSE,Regional,UG,12th,<1L,Yes,Mobile,Monthly,No,31,2,No,1.8,55.2
IND03078,M,45-55,South,CBSE,Regional,No formal,10th,5L-10L,Yes,Tablet,Monthly,No,82,3,Yes,3.7,74.7
IND03079,M,18-25,Central,CBSE,English,UG,10th,<1L,Yes,Laptop,Weekly,No,63,3,No,0.3,71.8
IND03080,M,45-55,North,CBSE,English,UG,PG,1L-5L,Yes,Mobile,Weekly,No,117,2,No,2.4,57.2
IND03081,M,35-45,East,State,Hindi,12th,PG,10L+,Yes,Tablet,Weekly,No,113,2,No,1.3,81.0
IND03082,F,45-55,South,State,English,No formal,No formal,5L-10L,Yes,Tablet,Weekly,No,103,3,Yes,2.2,79.0
IND03083,M,35-45,East,State,Hindi,UG,No formal,1L-5L,Yes,Tablet,Daily,No,69,3,No,4.0,75.3
IND03084,F,45-55,East,ICSE,Hindi,UG,No formal,5L-10L,Yes,Tablet,Daily,No,100,3,No,4.3,78.7
IND03085,M,18-25,Central,State,Regional,12th,UG,10L+,Yes,Mobile,Daily,No,94,3,No,3.0,81.0
IND03086,F,35-45,West,State,Regional,10th,12th,10L+,Yes,Tablet,Daily,No,84,2,No,0.9,90.1
IND03087,F,<18,Central,ICSE,Hindi,10th,10th,10L+,Yes,Laptop,Monthly,No,103,0,No,1.3,86.4
IND03088,F,35-45,South,CBSE,Hindi,PG,12th,5L-10L,Yes,Desktop,Daily,No,80,0,No,2.7,83.3
IND03089,F,18-25,South,CBSE,English,PG,PG,5L-10L,Yes,Desktop,Daily,No,34,2,No,1.7,100.0
IND03090,F,55<=,Central,CBSE,Hindi,UG,12th,10L+,Yes,Desktop,Weekly,No,85,0,No,3.2,72.9
IND03091,F,35-45,West,ICSE,English,10th,12th,10L+,No,Laptop,Monthly,No,50,0,Yes,4.2,66.4
IND03092,M,45-55,Central,State,Regional,UG,No formal,1L-5L,Yes,Desktop,Daily,No,87,1,Yes,1.5,91.7
IND03093,F,45-55,South,State,English,No formal,PG,10L+,Yes,Mobile,Monthly,No,102,0,No,1.6,98.7
IND03094,M,55<=,West,State,Regional,10th,12th,<1L,Yes,Mobile,Monthly,No,60,3,Yes,1.3,73.6
IND03095,F,18-25,South,State,Hindi,10th,10th,5L-10L,Yes,Laptop,Monthly,No,75,0,No,2.2,93.8
IND03096,F,25-35,West,ICSE,Hindi,10th,No formal,1L-5L,Yes,Laptop,Monthly,No,56,2,No,2.6,74.7
IND03097,M,45-55,West,State,Hindi,PG,12th,5L-10L,Yes,Mobile,Weekly,No,99,0,Yes,2.5,85.8
IND03098,F,<18,Central,CBSE,English,12th,PG,10L+,Yes,Laptop,Weekly,No,60,2,Yes,3.4,86.4
IND03099,M,18-25,Central,ICSE,Regional,12th,10th,<1L,Yes,Laptop,Monthly,No,70,3,No,2.9,73.7
IND03100,M,35-45,Central,ICSE,Regional,PG,PG,10L+,Yes,Mobile,Monthly,No,74,1,No,2.4,98.5
IND03101,M,35-45,West,CBSE,Regional,PG,PG,5L-10L,Yes,Mobile,Monthly,No,65,1,No,2.5,99.6
IND03102,M,<18,West,CBSE,Regional,PG,PG,1L-5L,Yes,Tablet,Weekly,No,31,0,Yes,2.6,69.8
IND03103,F,45-55,South,State,Regional,12th,UG,5L-10L,Yes,Tablet,Weekly,Yes,91,0,Yes,2.4,82.0
IND03104,F,18-25,East,CBSE,English,UG,10th,1L-5L,No,Desktop,Monthly,No,50,2,No,1.8,89.1
IND03105,M,<18,Central,ICSE,Regional,PG,PG,<1L,Yes,Laptop,Monthly,No,63,1,No,1.3,61.2
IND03106,F,45-55,South,ICSE,Hindi,UG,UG,10L+,Yes,Mobile,Monthly,No,115,3,No,2.6,80.3
IND03107,F,18-25,South,ICSE,Regional,UG,No formal,10L+,Yes,Desktop,Monthly,No,42,2,Yes,2.0,63.5
IND03108,M,35-45,North,State,Hindi,No formal,UG,<1L,Yes,Tablet,Weekly,No,48,0,No,3.0,86.7
IND03109,F,18-25,Central,State,English,12th,No formal,5L-10L,Yes,Laptop,Daily,No,62,1,No,2.6,80.9
IND03110,M,55<=,South,CBSE,English,UG,UG,<1L,Yes,Desktop,Daily,No,78,0,No,2.5,76.3
IND03111,M,25-35,North,State,Hindi,12th,PG,10L+,Yes,Laptop,Weekly,No,32,1,Yes,3.5,64.3
IND03112,F,18-25,Central,State,Regional,12th,UG,1L-5L,Yes,Desktop,Weekly,No,67,2,No,1.1,74.0
IND03113,F,25-35,West,ICSE,English,No formal,UG,10L+,Yes,Laptop,Daily,No,112,3,No,4.3,85.2
IND03114,F,18-25,North,ICSE,English,12th,PG,5L-10L,Yes,Laptop,Daily,No,100,3,Yes,0.3,79.6
IND03115,M,25-35,West,CBSE,English,UG,No formal,1L-5L,Yes,Mobile,Daily,Yes,44,3,Yes,4.0,91.9
IND03116,M,55<=,East,ICSE,Regional,10th,PG,5L-10L,Yes,Laptop,Monthly,No,67,3,Yes,2.7,91.3
IND03117,F,35-45,East,State,Hindi,UG,10th,10L+,Yes,Tablet,Daily,No,54,3,Yes,2.0,90.9
IND03118,F,45-55,East,CBSE,Hindi,UG,UG,10L+,Yes,Mobile,Daily,No,90,0,No,1.0,74.6
IND03119,F,25-35,East,CBSE,Regional,12th,10th,1L-5L,Yes,Laptop,Monthly,No,115,0,Yes,1.9,82.9
IND03120,F,55<=,South,ICSE,English,UG,PG,5L-10L,Yes,Tablet,Monthly,No,116,3,Yes,2.3,70.3
IND03121,M,25-35,East,ICSE,Regional,10th,PG,1L-5L,Yes,Tablet,Weekly,No,79,1,No,2.7,67.4
IND03122,F,35-45,South,ICSE,Regional,12th,12th,1L-5L,Yes,Desktop,Monthly,No,39,2,Yes,3.9,91.8
IND03123,M,25-35,South,CBSE,Hindi,PG,10th,5L-10L,Yes,Mobile,Daily,No,79,1,Yes,2.6,68.1
IND03124,M,55<=,Central,ICSE,Regional,UG,12th,1L-5L,Yes,Mobile,Monthly,No,71,1,No,2.8,67.1
IND03125,F,55<=,South,State,Regional,UG,10th,<1L,No,Desktop,Weekly,No,100,3,No,2.9,81.1
IND03126,F,<18,South,CBSE,English,No formal,12th,1L-5L,Yes,Desktop,Daily,No,81,1,No,2.2,77.3
IND03127,F,35-45,East,ICSE,English,PG,12th,10L+,Yes,Desktop,Weekly,No,75,0,No,2.3,78.2
IND03128,M,<18,South,State,Hindi,PG,10th,5L-10L,Yes,Mobile,Weekly,No,118,2,Yes,2.4,100.0
IND03129,F,35-45,West,State,English,10th,PG,10L+,Yes,Tablet,Weekly,No,69,2,No,3.1,70.1
IND03130,F,25-35,East,ICSE,Regional,PG,No formal,<1L,Yes,Tablet,Monthly,No,87,2,No,1.6,85.0
IND03131,M,55<=,North,State,Regional,No formal,PG,<1L,Yes,Laptop,Monthly,No,53,1,No,2.0,80.9
IND03132,F,<18,East,CBSE,Regional,10th,No formal,1L-5L,Yes,Mobile,Weekly,No,98,2,Yes,2.9,90.1
IND03133,M,25-35,South,CBSE,Hindi,PG,10th,10L+,Yes,Mobile,Weekly,No,114,2,No,1.4,72.1
IND03134,F,55<=,West,State,English,10th,UG,1L-5L,No,Desktop,Weekly,No,69,0,Yes,2.6,77.8
IND03135,M,35-45,East,CBSE,Regional,PG,PG,1L-5L,Yes,Mobile,Weekly,No,49,3,Yes,2.0,81.1
IND03136,F,55<=,West,ICSE,English,PG,12th,10L+,Yes,Mobile,Monthly,No,58,3,No,3.0,65.7
IND03137,F,25-35,North,State,English,PG,PG,<1L,Yes,Tablet,Monthly,No,66,0,Yes,3.9,61.9
IND03138,M,<18,North,CBSE,English,UG,10th,<1L,Yes,Mobile,Weekly,No,49,0,No,2.0,79.8
IND03139,M,<18,Central,ICSE,English,PG,UG,<1L,No,Tablet,Monthly,No,47,3,Yes,3.3,93.4
IND03140,F,55<=,Central,ICSE,Hindi,UG,UG,5L-10L,No,Tablet,Daily,No,33,1,No,2.7,76.5
IND03141,M,25-35,East,CBSE,Hindi,12th,PG,5L-10L,No,Mobile,Monthly,No,40,0,No,2.1,77.8
IND03142,M,18-25,Central,State,Hindi,No formal,PG,1L-5L,Yes,Tablet,Weekly,No,93,2,No,2.5,91.5
IND03143,M,35-45,West,ICSE,Regional,10th,PG,5L-10L,Yes,Desktop,Monthly,No,115,0,Yes,3.8,78.5
IND03144,M,35-45,Central,ICSE,Regional,10th,10th,5L-10L,Yes,Tablet,Daily,No,81,1,No,2.3,87.8
IND03145,F,25-35,West,ICSE,Regional,12th,No formal,10L+,No,Mobile,Daily,No,72,0,Yes,3.8,100.0
IND03146,F,18-25,Central,ICSE,Hindi,PG,No formal,1L-5L,Yes,Desktop,Monthly,No,43,2,Yes,2.4,74.2
IND03147,M,<18,Central,State,English,No formal,12th,1L-5L,Yes,Desktop,Daily,No,74,0,No,1.1,78.2
IND03148,M,45-55,Central,CBSE,Hindi,12th,10th,10L+,No,Mobile,Daily,No,57,0,Yes,2.4,84.0
IND03149,M,45-55,South,CBSE,Regional,12th,UG,<1L,Yes,Laptop,Monthly,Yes,33,0,Yes,1.0,94.9
IND03150,M,25-35,South,CBSE,Regional,10th,12th,10L+,Yes,Tablet,Monthly,No,45,3,No,2.2,78.8
IND03151,F,18-25,Central,ICSE,English,UG,UG,<1L,Yes,Tablet,Monthly,No,67,3,Yes,2.1,87.3
IND03152,F,18-25,West,State,Hindi,UG,UG,1L-5L,Yes,Laptop,Weekly,No,92,1,Yes,4.3,83.5
